brand,category,age,condition,usage_hours,original_price,resale_price
N/A,Services,5,Fair,7300,14862,1486
HP,Electronics,1,Good,1460,54042,29878
N/A,Books,5,Fair,7300,5817,581
Decathlon,Sports,9,Fair,13140,7101,710
Levis,Fashion,8,New,11680,11246,1124
Royal Enfield,Bikes,2,Good,2920,272068,132805
Zara,Fashion,3,Good,4380,10304,1541
Acer,Electronics,0,Good,0,77708,51712
OnePlus,Mobiles,0,Like New,0,15362,12400
Sony,Electronics,4,Good,5840,109479,30630
Yonex,Sports,3,Like New,4380,13582,2717
Bajaj,Bikes,8,Good,11680,280242,58046
Levis,Fashion,7,Fair,10220,5080,508
N/A,Books,8,Good,11680,4001,400
Wilson,Sports,3,Like New,4380,13015,2391
N/A,Houses & Apartments,3,Good,4380,2331,335
Zara,Fashion,9,Fair,13140,14740,1474
N/A,Houses & Apartments,4,Good,5840,3737,373
Puma,Fashion,8,Like New,11680,11413,1141
Hero,Bikes,10,Good,14600,232698,29890
FisherPrice,Kids,6,Like New,8760,3429,342
Bajaj,Bikes,5,Good,7300,243732,79214
Urban Ladder,Furniture,5,Poor,7300,23169,2316
N/A,Services,2,Fair,2920,19228,3348
Yamaha,Bikes,3,Fair,4380,233057,69928
N/A,Books,0,Fair,0,6224,2877
Generic,Other,4,Good,5840,1225,122
N/A,Services,3,New,4380,5716,1142
Decathlon,Sports,2,Good,2920,1548,409
Samsung,Electronics,1,Fair,1460,169630,64735
Wilson,Sports,0,Good,0,9481,6550
N/A,Services,0,Poor,0,19241,6081
N/A,Books,7,Good,10220,18979,1897
Hyundai,Cars,4,Good,5840,1603880,604310
Local,Furniture,3,Like New,4380,39774,12647
Local,Furniture,7,Fair,10220,5794,579
HotWheels,Kids,1,Fair,1460,6464,1776
Adidas,Fashion,6,Like New,8760,4604,460
Nilkamal,Furniture,3,Good,4380,49029,12532
Nivia,Sports,0,Good,0,2562,1856
Nothing,Mobiles,0,Poor,0,55430,16989
IKEA,Furniture,7,Fair,10220,22821,2282
Adidas,Fashion,7,Good,10220,11437,1143
Generic,Other,1,Good,1460,19207,7268
Lego,Kids,4,Good,5840,8758,875
Urban Ladder,Furniture,8,Good,11680,23616,2361
Adidas,Fashion,6,Good,8760,11908,1190
Kia,Cars,5,Fair,7300,1450635,346523
Sony,Electronics,9,Fair,13140,145957,14595
Generic,Other,8,Fair,11680,17136,1713
Generic,Other,2,Like New,2920,18599,6121
Yonex,Sports,3,Fair,4380,18864,2005
Yonex,Sports,3,Good,4380,14565,1995
N/A,Houses & Apartments,7,Good,10220,11125,1112
Bajaj,Bikes,9,Good,13140,131344,21573
Vivo,Mobiles,7,Like New,10220,149000,18057
Zara,Fashion,8,Fair,11680,16701,1670
Xiaomi,Mobiles,6,Good,8760,47196,5375
Levis,Fashion,10,Good,14600,12212,1221
IKEA,Furniture,6,Good,8760,20195,2019
Realme,Mobiles,0,New,0,75683,75254
Nivia,Sports,0,New,0,6132,5882
N/A,Houses & Apartments,5,Good,7300,12365,1236
Lego,Kids,4,Like New,5840,16187,1692
Barbie,Kids,0,Good,0,5583,4071
Lego,Kids,6,Good,8760,2943,294
Kia,Cars,9,Fair,13140,1876207,223136
Nivia,Sports,0,Good,0,10043,7303
N/A,Services,3,New,4380,9348,1852
OnePlus,Mobiles,1,Like New,1460,142361,88331
N/A,Houses & Apartments,2,Good,2920,8969,2331
Nothing,Mobiles,2,New,2920,29584,14282
Xiaomi,Mobiles,8,Fair,11680,147441,14744
N/A,Services,6,Poor,8760,16716,1671
HotWheels,Kids,4,Fair,5840,12283,1228
N/A,Books,7,Fair,10220,10715,1071
Nilkamal,Furniture,5,Like New,7300,35322,4801
Decathlon,Sports,2,Fair,2920,12384,2293
N/A,Houses & Apartments,4,Good,5840,15816,1581
N/A,Services,1,Fair,1460,3397,1080
Hero,Bikes,1,New,1460,226114,192063
Local,Furniture,1,Fair,1460,32912,11811
N/A,Services,0,New,0,3661,3358
Yonex,Sports,2,Poor,2920,14762,1527
Maruti,Cars,0,Good,0,707342,510053
Apple,Electronics,0,Fair,0,143924,67031
Puma,Fashion,10,Like New,14600,17236,1723
Honda,Cars,4,Fair,5840,1377554,329484
Vivo,Mobiles,2,Good,2920,139016,55504
N/A,Services,8,Like New,11680,17854,1785
Godrej,Furniture,1,Like New,1460,6759,3956
N/A,Books,10,Like New,14600,17415,1741
Generic,Other,1,Good,1460,19271,8343
N/A,Houses & Apartments,3,Good,4380,6832,1124
Adidas,Fashion,0,Fair,0,12736,6843
Lenovo,Electronics,8,Like New,11680,151085,21509
Yamaha,Bikes,10,Poor,14600,235475,23547
N/A,Services,3,Good,4380,1435,197
FisherPrice,Kids,7,Good,10220,14450,1445
N/A,Books,2,Like New,2920,19854,6490
Maruti,Cars,4,Good,5840,925635,331841
N/A,Services,7,Fair,10220,2591,259
N/A,Houses & Apartments,8,Good,11680,14531,1453
Urban Ladder,Furniture,10,Good,14600,36653,3665
Wilson,Sports,6,Good,8760,13422,1342
N/A,Houses & Apartments,8,Good,11680,17040,1704
Nivia,Sports,10,Good,14600,7189,718
Nike,Fashion,0,Poor,0,18194,5832
Wilson,Sports,10,Good,14600,15456,1545
N/A,Books,4,Poor,5840,19861,1986
Godrej,Furniture,4,Like New,5840,13033,2443
Acer,Electronics,7,Like New,10220,60986,11858
N/A,Books,5,Fair,7300,8937,893
Generic,Other,2,Good,2920,3352,851
Yonex,Sports,10,Good,14600,3397,339
Royal Enfield,Bikes,5,Like New,7300,272358,108810
Nothing,Mobiles,5,Like New,7300,50176,10697
N/A,Books,1,Fair,1460,5152,1402
N/A,Services,7,Good,10220,11573,1157
N/A,Books,2,Good,2920,4779,1094
Samsung,Mobiles,2,Good,2920,143834,58988
Generic,Other,2,Fair,2920,2242,399
Hero,Bikes,0,Good,0,227395,144390
Wilson,Sports,10,Good,14600,1562,156
Generic,Other,9,Good,13140,8252,825
Asus,Electronics,7,Like New,10220,168818,33021
Redmi,Mobiles,6,New,8760,24364,4046
HotWheels,Kids,7,Good,10220,7576,757
Hero,Bikes,9,Good,13140,158635,24972
N/A,Services,2,Good,2920,2263,554
Levis,Fashion,6,Good,8760,15300,1530
N/A,Services,1,Like New,1460,4975,2520
Yonex,Sports,6,Good,8760,13426,1342
N/A,Houses & Apartments,1,Fair,1460,16286,4854
N/A,Books,1,Fair,1460,4796,1526
N/A,Services,7,Like New,10220,17566,1756
N/A,Books,1,Good,1460,8093,3184
N/A,Services,3,Good,4380,12845,2038
N/A,Books,3,Poor,4380,16443,1644
Generic,Other,0,Fair,0,2095,1041
Apple,Electronics,4,Good,5840,99072,31109
N/A,Books,6,Good,8760,10333,1033
Puma,Fashion,6,Good,8760,7892,789
N/A,Houses & Apartments,0,Good,0,14365,9411
Hero,Bikes,6,Like New,8760,131429,40794
Nothing,Mobiles,4,New,5840,103225,32191
TVs,Bikes,7,Poor,10220,137981,14021
Adidas,Fashion,10,Like New,14600,5323,532
Decathlon,Sports,4,Fair,5840,17185,1718
Mahindra,Cars,9,Fair,13140,774048,90687
Honda,Cars,3,Good,4380,1287388,527952
N/A,Books,2,Good,2920,7905,1859
FisherPrice,Kids,6,Good,8760,3576,357
N/A,Books,4,Fair,5840,17639,1763
Generic,Other,2,Like New,2920,1366,409
Hyundai,Cars,7,Poor,10220,1739603,182982
Generic,Other,9,Good,13140,15231,1523
Lenovo,Electronics,9,Poor,13140,182970,18297
Puma,Fashion,0,Like New,0,12227,11167
N/A,Houses & Apartments,1,New,1460,2206,1176
Generic,Other,7,Like New,10220,12261,1226
Hero,Bikes,8,Good,11680,158517,29325
Yonex,Sports,4,Good,5840,14599,1459
N/A,Books,6,New,8760,10743,1074
Decathlon,Sports,4,Good,5840,14706,1470
Levis,Fashion,4,Poor,5840,1441,144
Levis,Fashion,3,Good,4380,5232,759
N/A,Books,7,Like New,10220,18362,1836
Urban Ladder,Furniture,2,Like New,2920,34188,13733
Lenovo,Electronics,3,Like New,4380,122235,50020
Decathlon,Sports,5,Good,7300,11508,1150
Oppo,Mobiles,9,New,13140,13469,1346
Nilkamal,Furniture,2,Good,2920,27309,9393
Zara,Fashion,6,Poor,8760,8845,884
Yamaha,Bikes,7,New,10220,187046,62009
Yamaha,Bikes,8,Like New,11680,110874,26289
Redmi,Mobiles,9,Good,13140,93401,9340
IKEA,Furniture,10,Good,14600,10127,1012
N/A,Books,10,Fair,14600,11160,1116
Honda,Cars,2,Fair,2920,1487275,494041
Nivia,Sports,1,New,1460,12073,6474
OnePlus,Mobiles,10,Good,14600,37371,3737
Nivia,Sports,6,Like New,8760,3820,382
Xiaomi,Mobiles,6,Poor,8760,132063,13206
N/A,Services,10,Poor,14600,4865,486
Nike,Fashion,4,Poor,5840,18070,1807
Lenovo,Electronics,4,Fair,5840,82515,15864
Acer,Electronics,8,Like New,11680,147630,21031
N/A,Services,4,Like New,5840,18474,1853
IKEA,Furniture,1,Like New,1460,21779,13970
Nivia,Sports,4,Fair,5840,15496,1549
Wilson,Sports,0,Poor,0,6927,2105
Mahindra,Cars,1,Fair,1460,1935168,895503
Wilson,Sports,1,Fair,1460,5626,1803
Google,Mobiles,9,New,13140,128271,12827
Asus,Electronics,8,Fair,11680,101392,10139
Google,Mobiles,4,Good,5840,92315,20002
N/A,Books,0,Good,0,12014,8655
Wilson,Sports,10,Fair,14600,11191,1119
Nivia,Sports,4,Like New,5840,17227,1722
Generic,Other,0,Good,0,19151,12332
Generic,Other,9,Good,13140,19915,1991
Honda,Bikes,4,Good,5840,249375,91812
N/A,Houses & Apartments,3,Good,4380,8334,1136
Maruti,Cars,3,Good,4380,1019722,400561
Godrej,Furniture,5,Poor,7300,13120,1312
Levis,Fashion,10,Fair,14600,17939,1793
Apple,Mobiles,3,Like New,4380,37543,14491
Nivia,Sports,1,Good,1460,6878,3040
Nivia,Sports,4,Good,5840,18390,1839
Generic,Other,1,Good,1460,17115,6621
Apple,Electronics,1,Good,1460,97386,55014
Acer,Electronics,7,Fair,10220,157658,15765
N/A,Houses & Apartments,3,Good,4380,2080,321
Realme,Mobiles,0,Fair,0,44429,20800
HotWheels,Kids,4,Good,5840,5542,554
N/A,Books,10,Good,14600,7404,740
Honda,Bikes,5,New,7300,239514,105391
